st,city,population,violent_crime,property_crime,burglary,larceny_theft,motor_vehicle_theft
Washington,Bonney Lake,19180,26,452,99,330,23
Washington,Bothell,37346,34,1090,195,819,76
Washington,Bremerton,38755,207,1612,301,1174,137
Washington,Brewster,2349,5,23,4,16,3
Washington,Brier,6521,2,86,24,57,5
Washington,Buckley,5051,12,93,18,70,5
Washington,Burien,50701,199,2397,504,1348,545
Washington,Burlington,8610,19,1034,106,884,44
Washington,Camas,21674,17,316,58,239,19
Washington,Carnation,1869,1,49,19,27,3
Washington,Castle Rock,2145,4,48,10,32,6
Washington,Centralia,16632,63,830,145,622,63
Washington,Chehalis,7261,17,519,63,425,31
Washington,Cheney,11601,28,262,39,205,18
Washington,Chewelah,2601,1,107,40,63,4
Washington,Clarkston,7387,29,569,56,504,9
Washington,Cle Elum,2783,8,109,35,70,4
Washington,Clyde Hill,3251,0,51,7,42,2
Washington,Colfax,2835,7,69,15,50,4
Washington,College Place,9046,12,291,41,236,14
Washington,Colville,4714,2,102,9,89,4
Washington,Connell,5746,7,36,13,22,1
Washington,Cosmopolis,1575,0,31,12,18,1
Washington,Coulee Dam,1089,0,22,6,13,3
Washington,Coupeville,1866,5,22,9,13,0
Washington,Covington,19532,26,700,121,543,36
Washington,Des Moines,31335,112,963,167,614,182
Washington,Dupont,9597,9,76,13,60,3
Washington,Duvall,7882,2,49,8,38,3
Washington,East Wenatchee,13575,13,419,63,330,26
Washington,Eatonville,2893,7,47,13,28,6
Washington,Edgewood,9844,10,222,84,121,17
Washington,Edmonds,41187,63,1057,207,760,90
Washington,Ellensburg,18899,26,579,95,453,31
Washington,Elma,2997,4,134,34,91,9
Washington,Enumclaw,11657,5,327,51,240,36
Washington,Ephrata,8114,11,392,73,290,29
Washington,Everett,107633,422,6198,974,4316,908
Washington,Everson,4050,0,33,1,31,1
Washington,Federal Way,94424,368,5106,662,3698,746
Washington,Ferndale,13029,17,304,51,239,14
Washington,Fife,9642,93,763,127,528,108
Washington,Fircrest,6701,11,168,37,115,16
Washington,Forks,3759,17,100,22,77,1
Washington,Gig Harbor,8724,27,470,85,362,23
Washington,Goldendale,3433,14,202,40,150,12
Washington,Grand Coulee,1056,2,60,23,31,6
Washington,Grandview,11201,15,203,60,124,19
Washington,Granger,3430,4,89,28,47,14
Washington,Hoquiam,8307,14,278,57,206,15
Washington,Ilwaco,898,0,14,2,8,4
Washington,Issaquah,34999,10,1082,110,918,54
Washington,Kalama,2349,3,33,7,21,5
Washington,Kelso,11756,70,597,81,462,54
Washington,Kenmore,22176,14,323,92,198,33
Washington,Kennewick,78214,155,2223,348,1760,115
Washington,Kent,127259,338,6169,905,4257,1007
Washington,Kettle Falls,1590,2,31,6,22,3
Washington,Kirkland,87040,77,1747,277,1351,119
Washington,Kittitas,1425,1,9,2,7,0
Washington,La Center,3134,1,31,2,26,3
Washington,Lacey,46193,97,1667,266,1262,139
Washington,Lake Forest Park,13327,8,296,71,211,14
Washington,Lake Stevens,30815,65,660,103,490,67
Washington,Lakewood,59958,414,2656,537,1865,254
Washington,Liberty Lake,8911,3,138,41,81,16
Washington,Long Beach,1335,2,46,10,32,4
Washington,Longview,36401,142,1896,359,1394,143
Washington,Lynden,13464,12,138,25,112,1
Washington,Lynnwood,36885,81,2162,187,1822,153
Washington,Mabton,2302,3,29,4,23,2
Washington,Maple Valley,25741,23,446,109,314,23
Washington,Marysville,66374,112,2427,338,1764,325
Washington,Mattawa,4612,4,23,4,14,5
Washington,Medina,3243,1,75,8,63,4
Washington,Mercer Island,24737,5,545,83,444,18
Washington,Mill Creek,19441,21,391,72,281,38
Washington,Milton,7420,9,249,36,191,22
Washington,Monroe,18046,68,752,55,615,82
Washington,Montesano,3834,3,65,11,54,0
Washington,Morton,1115,3,21,9,12,0
Washington,Moses Lake,22026,110,1557,269,1127,161
Washington,Mossyrock,742,2,10,3,6,1
Washington,Mountlake Terrace,21051,32,568,108,374,86
Washington,Mount Vernon,33474,73,1394,205,1102,87
Washington,Moxee,3871,3,27,4,19,4
Washington,Mukilteo,21171,27,570,120,398,52
Washington,Napavine,1782,1,17,4,12,1
Washington,Newcastle,11413,2,265,84,146,35
Washington,Normandy Park,6682,5,146,31,105,10
Washington,North Bend,6779,5,243,20,216,7
Washington,Oak Harbor,22336,20,246,46,193,7
Washington,Oakville,658,0,25,10,14,1
Washington,Ocean Shores,5638,12,133,55,72,6
Washington,Odessa,858,0,4,0,4,0
Washington,Olympia,49875,203,2309,406,1692,211
Washington,Omak,4847,11,262,51,194,17
Washington,Oroville,1676,7,85,23,59,3
Washington,Orting,7401,11,93,18,65,10
Washington,Othello,7785,20,309,54,225,30
Washington,Pacific,7199,9,126,21,69,36
Washington,Pasco,70458,159,1493,302,1064,127
Washington,Port Angeles,19304,90,1092,189,831,72
Washington,Port Orchard,13535,68,781,125,618,38
Washington,Port Townsend,9288,34,256,71,180,5
Washington,Poulsbo,9809,9,351,55,279,17
Washington,Prosser,5817,7,106,18,77,11
Washington,Pullman,32174,33,276,93,174,9
Washington,Puyallup,39645,107,2734,349,2175,210
Washington,Quincy,7499,23,380,124,229,27
Washington,Raymond,2765,4,50,13,32,5
Washington,Reardan,543,0,11,4,5,2
Washington,Redmond,60542,64,1796,233,1495,68
Washington,Renton,100015,300,5795,1175,3715,905
Washington,Richland,54218,75,1368,228,1092,48
Washington,Ridgefield,6510,5,104,22,76,6
Washington,Ritzville,1671,2,71,17,51,3
Washington,Roy,808,5,12,3,7,2
Washington,Royal City,2234,2,39,13,15,11
Washington,Ruston,802,1,22,6,16,0
Washington,Sammamish,52365,12,392,79,304,9
Washington,SeaTac,28418,169,1406,249,801,356
Washington,Seattle,683700,4093,37754,7677,26199,3878
Washington,Sedro Woolley,10808,13,413,87,298,28
Washington,Selah,7505,1,91,14,70,7
Washington,Sequim,6767,9,360,50,297,13
Washington,Shelton,9758,45,693,90,573,30
Washington,Shoreline,55690,74,1347,370,810,167
Washington,Snohomish,9640,21,419,47,322,50
Washington,Snoqualmie,13148,3,166,19,135,12
Washington,Soap Lake,1594,5,28,13,6,9
Washington,South Bend,1585,4,5,1,3,1
Washington,Spokane,212698,1111,15971,2817,11408,1746
Washington,Spokane Valley,92157,235,4779,849,3501,429
Washington,Stanwood,6864,12,165,28,132,5
Washington,Steilacoom,6228,13,58,19,38,1
Washington,Sultan,4797,9,107,40,50,17
Washington,Sumas,1357,1,30,0,29,1
Washington,Sumner,9737,19,611,145,386,80
Washington,Sunnyside,16198,25,404,59,301,44
Washington,Tacoma,206884,1694,13065,2552,8492,2021
Washington,Tenino,1737,1,54,12,41,1
Washington,Tieton,1260,1,16,4,9,3
Washington,Toledo,720,0,10,3,7,0
Washington,Tonasket,1014,5,25,10,12,3
Washington,Toppenish,9001,38,427,91,265,71
Washington,Tukwila,20116,151,3336,209,2669,458
Washington,Tumwater,19193,70,789,126,605,58
Washington,Twisp,941,1,37,8,27,2
Washington,Union Gap,6022,13,641,59,541,41
Washington,University Place,32577,69,745,154,499,92
Washington,Vancouver,171076,671,5554,943,3740,871
Washington,Walla Walla,31940,175,1526,249,1182,95
Washington,Wapato,5050,28,228,61,117,50
Washington,Warden,2761,0,66,1,48,17
Washington,Washougal,15220,24,330,54,255,21
Washington,Wenatchee,33525,52,1154,179,912,63
Washington,Westport,2002,5,113,19,91,3
Washington,West Richland,13716,12,150,31,115,4
Washington,White Salmon,2333,6,47,5,34,8
Washington,Wilbur,837,1,1,0,1,0
Washington,Winlock,1301,3,42,12,28,2
Washington,Winthrop,416,0,19,7,12,0
Washington,Woodinville,11476,14,395,70,298,27
Washington,Woodland,5748,14,236,33,186,17
Washington,Woodway,1362,0,24,9,15,0
Washington,Yakima,93798,514,5091,1307,3110,674
Washington,Yarrow Point,1078,0,13,0,12,1
Washington,Yelm,8592,30,439,39,369,31
Washington,Zillah,3138,1,58,14,39,5
West Virginia,Barboursville,4230,2,378,27,347,4
West Virginia,Beckley,17137,234,1387,319,1024,44
West Virginia,Beech Bottom,502,0,1,0,1,0
West Virginia,Belington,1950,5,4,2,2,0
West Virginia,Benwood,1369,0,2,1,1,0
West Virginia,Bethlehem,2429,4,9,1,8,0
West Virginia,Bluefield,10445,68,186,43,131,12
West Virginia,Bridgeport,8411,12,218,21,196,1
West Virginia,Buckhannon,5690,3,174,17,149,8
West Virginia,Charleston,50176,622,3312,747,2332,233
West Virginia,Charles Town,5816,2,24,7,17,0
West Virginia,Dunbar,7711,32,276,56,194,26
West Virginia,Fairmont,18741,31,238,66,151,21
West Virginia,Fayetteville,2883,7,163,18,143,2
West Virginia,Glen Dale,1473,5,9,4,4,1
West Virginia,Glenville,1540,1,1,0,1,0
West Virginia,Grafton,5209,4,5,2,3,0
West Virginia,Harrisville,1767,0,0,0,0,0
West Virginia,Kenova,3068,8,108,5,97,6
West Virginia,Lewisburg,3966,2,48,3,43,2
West Virginia,Marmet,1461,0,24,5,14,5
West Virginia,Martinsburg,17861,91,945,116,800,29
West Virginia,Mason,941,1,52,6,46,0
West Virginia,McMechen,1852,4,4,1,3,0
West Virginia,Milton,2688,6,64,14,47,3
West Virginia,Moorefield,2493,17,51,11,39,1
West Virginia,Morgantown,31621,81,675,155,493,27
West Virginia,Moundsville,8852,31,301,48,241,12
West Virginia,Mount Hope,1361,3,10,2,5,3
West Virginia,Nitro,6812,24,368,26,330,12
West Virginia,Oak Hill,8138,11,179,35,139,5
West Virginia,Parkersburg,30885,71,1060,320,676,64
West Virginia,Philippi,3307,37,17,3,14,0
West Virginia,Point Pleasant,4268,5,91,21,65,5
West Virginia,Princeton,6353,37,249,53,180,16
West Virginia,Ripley,3239,5,14,0,14,0
West Virginia,Shinnston,2171,6,30,5,25,0
West Virginia,South Charleston,13143,112,857,117,693,47
West Virginia,Spencer,2218,3,41,0,40,1
West Virginia,St. Albans,10786,43,471,91,352,28
West Virginia,Vienna,10515,6,207,69,138,0
West Virginia,Weirton,19273,24,307,49,249,9
West Virginia,Wellsburg,2708,2,34,13,18,3
West Virginia,West Liberty,1607,0,1,1,0,0
West Virginia,Weston,4075,0,4,0,4,0
West Virginia,Wheeling,27617,247,575,158,381,36
West Virginia,White Hall,662,1,8,1,7,0
West Virginia,Williamson,3018,14,25,5,17,3
West Virginia,Winfield,2340,2,12,1,11,0
Wisconsin,Adams,1883,5,89,9,80,0
Wisconsin,Albany,1016,5,16,4,12,0
Wisconsin,Algoma,3103,4,65,12,51,2
Wisconsin,Alma,745,0,0,0,0,0
Wisconsin,Altoona,7267,5,44,8,30,6
Wisconsin,Amery,2840,7,52,7,44,1
Wisconsin,Antigo,7849,9,537,88,438,11
Wisconsin,Appleton,74310,201,1242,172,1031,39
Wisconsin,Arcadia,2951,0,23,3,19,1
Wisconsin,Ashland,8169,42,362,43,310,9
Wisconsin,Athens,1099,0,5,0,4,1
Wisconsin,Avoca,625,0,7,2,5,0
Wisconsin,Balsam Lake,981,6,20,2,15,3
Wisconsin,Bangor,1499,0,6,2,4,0
Wisconsin,Baraboo,12093,26,442,48,387,7
Wisconsin,Barneveld,1234,0,16,3,12,1
Wisconsin,Barron,3326,0,5,4,1,0
Wisconsin,Bayfield,480,1,46,6,39,1
Wisconsin,Bayside,4424,0,16,0,16,0
Wisconsin,Beaver Dam,16624,6,417,37,379,1
Wisconsin,Belleville,2434,1,25,2,22,1
Wisconsin,Beloit,36862,178,1134,163,925,46
Wisconsin,Beloit Town,7673,3,111,26,80,5
Wisconsin,Berlin,5409,3,93,8,83,2
Wisconsin,Big Bend,1316,1,12,1,10,1
Wisconsin,Black River Falls,3577,7,142,10,129,3
Wisconsin,Blair,1366,3,18,2,16,0
Wisconsin,Blanchardville,821,0,9,1,8,0
Wisconsin,Bloomer,3532,7,15,3,12,0
Wisconsin,Bloomfield,6289,7,105,10,92,3
Wisconsin,Blue Mounds,949,2,5,2,3,0
Wisconsin,Boscobel,3178,2,34,10,24,0
Wisconsin,Boyceville,1108,3,18,8,9,1
Wisconsin,Brandon-Fairwater,1224,0,1,0,1,0
Wisconsin,Brillion,3158,2,9,0,8,1
Wisconsin,Brodhead,3283,0,45,7,37,1
Wisconsin,Brookfield,37995,26,860,71,767,22
Wisconsin,Brookfield Township,6104,4,122,8,107,7
Wisconsin,Brooklyn,1457,0,0,0,0,0
Wisconsin,Brown Deer,12118,23,595,51,486,58
Wisconsin,Brownsville,584,0,2,1,1,0
Wisconsin,Burlington,10545,11,190,16,174,0
Wisconsin,Butler,1829,9,62,6,45,11
Wisconsin,Caledonia,24710,25,240,44,189,7
Wisconsin,Campbellsport,1974,0,8,1,7,0
Wisconsin,Campbell Township,4429,3,54,9,43,2
Wisconsin,Cashton,1090,2,7,4,3,0
Wisconsin,Cedarburg,11521,4,108,12,94,2
Wisconsin,Chenequa,603,0,4,1,3,0
Wisconsin,Chetek,2184,1,25,4,15,6
Wisconsin,Chilton,3917,5,26,1,25,0
Wisconsin,Chippewa Falls,14021,41,133,10,111,12
Wisconsin,Cleveland,1479,0,2,0,2,0
Wisconsin,Clinton,2129,1,23,1,21,1
Wisconsin,Clintonville,4461,4,172,17,153,2
Wisconsin,Colby-Abbotsford,4097,0,53,13,37,3
Wisconsin,Columbus,4998,0,106,3,103,0
Wisconsin,Cornell,1444,0,31,9,21,1
Wisconsin,Cottage Grove,6739,5,50,6,43,1
Wisconsin,Crandon,1878,2,18,1,17,0
Wisconsin,Cross Plains,3944,2,19,3,15,1
Wisconsin,Cudahy,18345,26,394,53,323,18
Wisconsin,Cumberland,2132,3,27,1,24,2
Wisconsin,Dane,1127,0,0,0,0,0
Wisconsin,Darlington,2402,10,29,3,24,2
Wisconsin,Deforest,9600,13,78,5,71,2
Wisconsin,Delafield,7181,2,140,5,131,4
Wisconsin,Delavan,10053,10,245,14,225,6
Wisconsin,Delavan Town,5352,6,92,12,73,7
Wisconsin,Denmark,2196,0,4,1,3,0
Wisconsin,Dodgeville,4686,9,68,10,57,1
Wisconsin,Durand,1856,1,7,0,7,0
Wisconsin,Eagle River,1348,1,63,4,55,4
Wisconsin,Eagle Village,1953,0,2,0,2,0
Wisconsin,East Troy,4313,11,53,1,50,2
Wisconsin,Eau Claire,68046,115,1727,241,1418,68
Wisconsin,Edgar,1468,1,0,0,0,0
Wisconsin,Edgerton,5536,5,87,9,78,0
Wisconsin,Elkhart Lake,960,3,12,0,11,1
Wisconsin,Elkhorn,9950,12,160,25,133,2
Wisconsin,Elk Mound,874,1,3,1,2,0
Wisconsin,Ellsworth,3223,3,66,10,55,1
Wisconsin,Elm Grove,6239,3,47,10,36,1
Wisconsin,Elroy,1376,0,16,5,11,0
Wisconsin,Endeavor,457,0,6,2,4,0
Wisconsin,Evansville,5216,6,70,14,53,3
Wisconsin,Everest,17160,6,297,51,243,3
Wisconsin,Fall Creek,1302,2,4,0,4,0
Wisconsin,Fall River,1683,4,8,0,6,2
Wisconsin,Fennimore,2471,7,50,4,45,1
Wisconsin,Fitchburg,27663,43,413,77,323,13
Wisconsin,Fond du Lac,42887,164,996,107,859,30
Wisconsin,Fontana,1708,3,6,1,5,0
Wisconsin,Fort Atkinson,12441,10,231,23,204,4
Wisconsin,Fountain City,824,0,0,0,0,0
Wisconsin,Fox Lake,1476,0,12,0,12,0
Wisconsin,Fox Point,6745,5,67,8,58,1
Wisconsin,Fox Valley Metro,21197,7,218,43,170,5
Wisconsin,Franklin,36456,15,774,53,700,21
Wisconsin,Frederic,1100,0,10,2,7,1
Wisconsin,Freedom,6062,1,14,2,12,0
Wisconsin,Geneva Town,5063,2,56,12,44,0
Wisconsin,Genoa City,3046,3,27,6,19,2
Wisconsin,Gilman,398,0,3,0,3,0
Wisconsin,Glendale,12880,28,850,45,738,67
Wisconsin,Grafton,11540,3,148,4,143,1
Wisconsin,Grand Chute,22402,37,917,32,874,11
Wisconsin,Grand Rapids,7504,4,42,18,23,1
Wisconsin,Grantsburg,1300,0,31,3,26,2
Wisconsin,Green Bay,105119,456,2246,375,1780,91
Wisconsin,Greendale,14394,12,506,4,493,9
Wisconsin,Greenfield,37231,66,1125,98,938,89
Wisconsin,Green Lake,950,1,12,1,10,1
Wisconsin,Hales Corners,7766,10,127,5,118,4
Wisconsin,Hartford,14293,14,255,44,207,4
Wisconsin,Hartland,9226,5,84,11,68,5
Wisconsin,Hayward,2311,9,38,1,37,0
Wisconsin,Hazel Green,1238,1,6,1,5,0
Wisconsin,Highland,845,0,4,1,3,0
Wisconsin,Hobart-Lawrence,13233,2,68,10,54,4
Wisconsin,Holmen,9684,14,82,19,62,1
Wisconsin,Horicon,3707,2,26,3,22,1
Wisconsin,Hortonville,2717,2,26,6,20,0
Wisconsin,Hudson,13594,10,371,27,331,13
Wisconsin,Hurley,1520,0,31,5,25,1
Wisconsin,Independence,1353,0,17,6,10,1
Wisconsin,Iron Ridge,899,0,7,1,6,0
Wisconsin,Iron River,1127,7,8,1,7,0
Wisconsin,Jackson,6811,3,37,2,33,2
Wisconsin,Janesville,64122,146,1913,279,1579,55
Wisconsin,Jefferson,7951,19,207,4,198,5
Wisconsin,Juneau,2673,2,30,3,27,0
Wisconsin,Kaukauna,15878,20,167,34,127,6
Wisconsin,Kendall,477,0,0,0,0,0
Wisconsin,Kenosha,100038,286,2066,396,1546,124
Wisconsin,Kewaskum,4090,2,30,7,22,1
Wisconsin,Kewaunee,2883,1,19,3,16,0
Wisconsin,Kiel,3755,5,43,2,40,1
Wisconsin,Kohler,2107,1,59,0,59,0
Wisconsin,Kronenwetter,7478,6,30,6,23,1
Wisconsin,La Crosse,52716,101,2115,327,1734,54
Wisconsin,Ladysmith,3233,4,50,7,43,0
Wisconsin,La Farge,775,1,8,3,5,0
Wisconsin,Lake Delton,2962,17,543,26,513,4
Wisconsin,Lake Geneva,7771,11,265,25,232,8
Wisconsin,Lake Hallie,6586,6,166,13,144,9
Wisconsin,Lancaster,3765,5,65,9,55,1
Wisconsin,Luxemburg,2570,0,14,0,14,0
Wisconsin,Madison,248833,890,6908,1198,5461,249
Wisconsin,Manawa,1314,2,15,5,10,0
Wisconsin,Manitowoc,32961,66,988,176,797,15
Wisconsin,Maple Bluff,1349,2,29,4,24,1
Wisconsin,Marinette,10885,9,254,16,234,4
Wisconsin,Marion,1226,2,20,8,12,0
Wisconsin,Markesan,1416,0,14,3,11,0
Wisconsin,Marshall Village,3945,10,18,3,12,3
Wisconsin,Marshfield,18597,6,360,27,325,8
Wisconsin,Mauston,4385,14,79,10,64,5
Wisconsin,Mayville,4975,3,84,8,75,1
Wisconsin,McFarland,8277,11,96,7,86,3
Wisconsin,Medford,4342,6,93,7,83,3
Wisconsin,Menasha,17660,49,336,40,287,9
Wisconsin,Menomonee Falls,36061,20,422,44,349,29
Wisconsin,Menomonie,16223,28,395,46,331,18
Wisconsin,Mequon,23608,18,140,35,97,8
Wisconsin,Merrill,9292,25,323,40,281,2
Wisconsin,Middleton,18948,9,275,36,231,8
Wisconsin,Milton,5595,8,71,11,58,2
Wisconsin,Milwaukee,600400,9583,25602,5481,12741,7380
Wisconsin,Mineral Point,2490,0,32,3,29,0
Wisconsin,Minocqua,4454,6,104,4,100,0
Wisconsin,Mishicot,1406,1,8,1,7,0
Wisconsin,Mondovi,2648,8,25,5,19,1
Wisconsin,Monona,7933,17,669,14,648,7
Wisconsin,Monroe,10774,18,201,22,174,5
Wisconsin,Montello,1452,0,22,2,20,0
Wisconsin,Mosinee,4061,3,51,4,43,4
Wisconsin,Mount Pleasant,26316,24,766,77,678,11
Wisconsin,Mukwonago Town,8115,5,19,4,14,1
Wisconsin,Muscoda,1263,4,29,5,23,1
Wisconsin,Muskego,24738,8,114,18,94,2
Wisconsin,Neenah,25946,47,501,64,423,14
Wisconsin,Neillsville,2408,0,49,3,43,3
Wisconsin,Neshkoro,422,0,4,0,4,0
Wisconsin,New Berlin,39906,12,396,48,338,10
Wisconsin,New Glarus,2162,1,28,3,24,1
Wisconsin,New Holstein,3168,4,27,2,25,0
Wisconsin,New Lisbon,2487,3,17,3,13,1
Wisconsin,New London,7198,6,121,17,104,0
Wisconsin,New Richmond,8758,15,195,20,170,5
Wisconsin,Niagara,1596,1,23,2,20,1
Wisconsin,North Fond du Lac,5032,4,52,8,42,2
Wisconsin,North Hudson,3827,2,20,3,17,0
Wisconsin,North Prairie,2147,0,7,1,6,0
Wisconsin,Oconomowoc,16459,6,194,13,175,6
Wisconsin,Oconomowoc Lake,610,0,30,0,30,0
Wisconsin,Oconomowoc Town,8654,1,19,5,12,2
Wisconsin,Oconto,4476,1,152,16,134,2
Wisconsin,Oconto Falls,2836,4,39,4,35,0
Wisconsin,Omro,3548,8,61,5,56,0
Wisconsin,Onalaska,18529,1,399,15,375,9
Wisconsin,Oregon,10009,9,39,2,37,0
Wisconsin,Osceola,2500,9,20,1,18,1
Wisconsin,Oshkosh,66766,157,1490,257,1188,45
Wisconsin,Osseo,1706,2,27,5,22,0
Wisconsin,Oxford,587,0,12,0,12,0
Wisconsin,Park Falls,2337,1,26,0,26,0
Wisconsin,Pepin,798,0,18,2,15,1
Wisconsin,Peshtigo,3435,1,26,8,18,0
Wisconsin,Pewaukee Village,8242,10,149,9,138,2
Wisconsin,Phillips,1383,5,34,8,26,0
Wisconsin,Plainfield,835,0,5,1,4,0
Wisconsin,Pleasant Prairie,20569,18,442,29,410,3
Wisconsin,Plover,12380,4,200,17,182,1
Wisconsin,Plymouth,8432,7,155,7,145,3
Wisconsin,Portage,10141,26,263,44,214,5
Wisconsin,Port Washington,11662,6,90,4,84,2
Wisconsin,Poynette,2498,2,29,6,23,0
Wisconsin,Prairie du Chien,5726,5,113,10,101,2
Wisconsin,Prescott,4217,13,27,10,16,1
Wisconsin,Princeton,1181,0,30,6,23,1
Wisconsin,Pulaski,3550,10,33,8,25,0
Wisconsin,Racine,77887,364,2398,774,1528,96
Wisconsin,Reedsburg,9601,14,146,1,138,7
Wisconsin,Rhinelander,7429,19,239,28,202,9
Wisconsin,Rib Lake,898,0,0,0,0,0
Wisconsin,Richland Center,5038,0,84,12,71,1
Wisconsin,Ripon,7791,11,97,14,80,3
Wisconsin,Ripon Town,1389,1,1,0,1,0
Wisconsin,River Falls,15207,34,290,28,254,8
Wisconsin,River Hills,1608,0,10,2,8,0
Wisconsin,Rome Town,2681,2,32,5,25,2
Wisconsin,Rosendale,1041,0,0,0,0,0
Wisconsin,Rothschild,5315,6,101,5,95,1
Wisconsin,Sauk Prairie,4628,2,80,18,60,2
Wisconsin,Saukville,4490,1,85,4,80,1
Wisconsin,Seymour,3439,5,32,3,29,0
Wisconsin,Sharon,1594,1,4,1,2,1
Wisconsin,Shawano,9138,13,402,26,367,9
Wisconsin,Sheboygan,48667,159,1150,128,991,31
Wisconsin,Sheboygan Falls,7822,5,64,7,55,2
Wisconsin,Shiocton,924,1,12,6,6,0
Wisconsin,Shorewood,13365,15,215,31,170,14
Wisconsin,Shorewood Hills,2180,2,30,3,27,0
Wisconsin,Siren,785,6,36,6,29,1
Wisconsin,Slinger,5193,1,92,5,86,1
Wisconsin,South Milwaukee,21241,31,458,64,370,24
Wisconsin,Sparta,9701,15,195,25,164,6
Wisconsin,Spooner,2598,5,54,5,48,1
Wisconsin,Spring Green,1657,0,15,1,14,0
Wisconsin,Stanley,3618,1,25,0,23,2
Wisconsin,St. Croix Falls,2064,0,104,5,98,1
Wisconsin,Stevens Point,26652,45,467,57,406,4
Wisconsin,St. Francis,9587,16,186,21,151,14
Wisconsin,Stoughton,13137,23,155,24,129,2
Wisconsin,Strum,1134,0,5,1,2,2
Wisconsin,Sturgeon Bay,9027,7,111,15,92,4
Wisconsin,Sturtevant,6983,5,53,8,42,3
Wisconsin,Summit,4849,7,67,10,52,5
Wisconsin,Sun Prairie,32310,34,629,45,572,12
Wisconsin,Superior,26574,58,1479,196,1215,68
Wisconsin,Theresa,1210,0,38,11,26,1
Wisconsin,Thiensville,3181,1,28,6,21,1
Wisconsin,Three Lakes,2123,4,12,2,10,0
Wisconsin,Tomah,9374,25,210,12,193,5
Wisconsin,Town of East Troy,4107,0,28,7,21,0
Wisconsin,Town of Madison,6837,43,189,30,137,22
Wisconsin,Town of Menasha,18957,21,188,39,137,12
Wisconsin,Trempealeau,1634,0,6,2,4,0
Wisconsin,Twin Lakes,6129,6,79,14,63,2
Wisconsin,Two Rivers,11373,23,241,44,188,9
Wisconsin,Valders,941,0,0,0,0,0
Wisconsin,Verona,12354,9,168,18,148,2
Wisconsin,Viroqua,4374,2,88,8,78,2
Wisconsin,Walworth,2834,1,7,1,6,0
Wisconsin,Washburn,2056,5,21,3,15,3
Wisconsin,Waterloo,3349,5,22,4,17,1
Wisconsin,Watertown,23905,61,388,53,326,9
Wisconsin,Waukesha,71686,108,1135,162,940,33
Wisconsin,Waunakee,13307,3,79,14,60,5
Wisconsin,Waupaca,6003,8,202,21,175,6
Wisconsin,Waupun,11385,34,122,23,97,2
Wisconsin,Wausau,39351,105,766,111,626,29
Wisconsin,Wautoma,2138,3,75,4,69,2
Wisconsin,West Allis,60633,238,2407,390,1798,219
Wisconsin,West Bend,31816,43,868,49,794,25
Wisconsin,Westby,2275,5,67,5,62,0
Wisconsin,Westfield,1218,0,27,4,23,0
Wisconsin,West Milwaukee,4217,32,457,32,349,76
Wisconsin,West Salem,5058,5,36,3,32,1
Wisconsin,Whitefish Bay,14116,4,152,17,123,12
Wisconsin,Whitehall,1577,0,29,2,26,1
Wisconsin,Whitewater,15205,23,242,42,197,3
Wisconsin,Williams Bay,2613,2,23,3,20,0
Wisconsin,Winneconne,2456,1,9,0,9,0
Wisconsin,Wisconsin Dells,2710,23,219,13,195,11
Wisconsin,Wisconsin Rapids,17869,17,812,135,653,24
Wisconsin,Woodruff,1979,2,17,1,15,1
Wyoming,Afton,1982,1,25,2,22,1
Wyoming,Buffalo,4623,13,80,12,67,1
Wyoming,Casper,61355,85,1670,212,1396,62
Wyoming,Cheyenne,63619,122,2039,289,1650,100
Wyoming,Cody,9789,11,189,51,135,3
Wyoming,Diamondville,741,0,0,0,0,0
Wyoming,Douglas,6503,46,156,14,136,6
Wyoming,Evanston,12146,15,361,22,316,23
Wyoming,Evansville,2888,27,44,5,39,0
Wyoming,Gillette,32502,48,765,78,660,27
Wyoming,Glenrock,2586,2,18,1,16,1
Wyoming,Green River,12686,58,144,28,107,9
Wyoming,Greybull,1874,8,22,7,15,0
Wyoming,Hanna,829,2,0,0,0,0
Wyoming,Jackson,10668,19,168,15,138,15
Wyoming,Kemmerer,2753,6,24,0,23,1
Wyoming,Lander,7677,6,240,14,219,7
Wyoming,Laramie,32375,43,526,60,442,24
Wyoming,Mills,3750,19,113,33,71,9
Wyoming,Moorcroft,1042,1,32,16,15,1
Wyoming,Newcastle,3512,1,69,10,55,4
Wyoming,Pine Bluffs,1150,7,8,5,3,0
Wyoming,Powell,6429,18,138,15,121,2
Wyoming,Rawlins,9227,30,240,32,194,14
Wyoming,Riverton,11013,43,553,70,460,23
Wyoming,Rock Springs,24314,86,498,62,412,24
Wyoming,Saratoga,1694,1,12,4,7,1
Wyoming,Sheridan,18030,25,390,57,311,22
Wyoming,Sundance,1252,4,15,8,6,1
Wyoming,Thermopolis,3024,1,12,1,7,4
Wyoming,Torrington,6762,19,116,24,88,4
Wyoming,Wheatland,3666,4,94,31,56,7
Wyoming,Worland,5335,1,57,11,46,0
Pennsylvania,"Abington Township, Montgomery County",55753,42,930,83,816,31
Pennsylvania,Adamstown,1846,1,11,3,6,2
Pennsylvania,"Adams Township, Butler County",13251,3,58,9,48,1
Pennsylvania,Akron,4001,7,23,6,17,0
Pennsylvania,Albion,1469,1,24,9,15,0
Pennsylvania,Alburtis,2412,1,6,0,6,0
Pennsylvania,Aldan,4170,6,112,14,94,4
Pennsylvania,Aleppo Township,1911,2,6,0,6,0
