STABR,FSCSKEY,LIBID,LIBNAME,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,TOTSTAFF,LOCGVT,STGVT,FEDGVT,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,TOTEXPCO,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,DATABASE,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,LOANTO,LOANFM,TOTPRO,TOTATTEN,GPTERMS,PITUSR,WIFISESS,YR_SUB
NY,NY0681,8000585430,QUOGUE LIBRARY,02,1,00,00,00,-72.598825,40.8188,36,103,90 QUOGUE STREET,QUOGUE,11959,9500,SUFFOLK,6316534224,ME,NP,SO,SD1,N,01/01/2014,12/31/2014,1080,1,0,0,1.75,1.75,14,680620,1398,0,745776,382971,68630,451601,22218,15008,52286,713298,102932,0,0,102932,71582,21253,114552,1232,22794,3917,6000,50,51,2676,65002,1088,3100,39689,10554,3647,4911,3150,632,6519,13,10263,4800,2015
NY,NY0682,8000585600,RIVERHEAD FREE LIBRARY,02,1,00,00,00,-72.668879,40.918204,36,103,330 COURT STREET,RIVERHEAD,11901,2816,SUFFOLK,6317273228,ME,NP,SO,SD1,N,07/01/2013,06/30/2014,38457,1,0,0,10.06,10.06,37.19,3430620,18698,0,3515568,1771979,665335,2437314,195330,72637,311607,3321729,0,0,0,252969,22404,162452,96336,9488,16695,11389,4845,50,335,3744,207831,37791,25733,256340,60011,677,7217,21473,1182,15109,19,36159,18080,2015
NY,NY0683,8000585790,JOHN JERMAIN MEMORIAL LIBRARY,02,1,00,00,00,-72.296699,40.997595,36,103,201 MAIN STREET,SAG HARBOR,11963,3043,SUFFOLK,6317250049,ME,NP,SO,OTH,N,01/01/2014,12/31/2014,6741,1,0,0,3.06,3.5,7.88,2230285,88197,0,4953861,580553,175232,755785,34938,30737,65675,1109807,0,0,0,0,3289248,46231,114552,3490,22794,4166,4846,50,79,2808,196824,14603,5511,84330,22859,8905,6996,8403,879,8668,10,7947,2775,2015
NY,NY0684,8000585900,SAYVILLE LIBRARY,02,1,00,00,00,-73.0857341,40.7378674,36,103,88 GREENE AVENUE,SAYVILLE,11782,2745,SUFFOLK,6315894440,ME,LD,SO,OTH,N,07/01/2013,06/30/2014,18580,1,0,0,10.42,10.42,31.57,3645826,5809,0,3708556,1242566,521595,1764161,205894,28055,315056,2521466,0,0,0,1923,476861,155199,96336,10966,16695,17179,4845,50,223,3279,199182,75198,14218,275883,97455,16771,14262,9752,789,13897,29,41738,9200,2015
NY,NY0685,8000586020,EMMA S. CLARK MEMORIAL LIBRARY,02,1,00,00,00,-73.110963,40.945216,36,103,120 MAIN STREET,SETAUKET,11733,2818,SUFFOLK,6319414080,ME,NP,SO,SD1,N,01/01/2014,12/31/2014,48424,1,0,0,15.9,15.9,44.17,5119736,21890,0,5227168,2606701,1010839,3617540,373771,202073,624870,4956158,0,0,0,2705,162184,202280,114719,26659,22789,22439,4853,69,398,3541,297998,109044,32756,743201,244111,54127,4165,15670,1049,19533,35,24431,28012,2015
NY,NY0686,8000586040,SHELTER ISLAND PUBLIC LIBRARY SOCIETY,02,1,00,00,00,-72.339093,41.068701,36,103,37 NORTH FERRY ROAD,SHELTER ISLAND,11964,M,SUFFOLK,6317490042,ME,NP,SO,OTH,N,01/01/2014,12/31/2014,2392,1,0,0,1.75,2.63,8.76,540436,1668,0,613058,307825,48068,355893,25061,15561,46606,561729,0,0,0,256278,92564,32871,114552,1790,22794,2777,4845,50,63,2590,67240,14525,3511,50410,9960,3799,3459,5289,729,7317,10,8555,11814,2015
NY,NY0687,8000586075,MASTICS-MORICHES-SHIRLEY COMMUNITY LIB,02,1,00,00,00,-72.8650126,40.7807804,36,103,407 WILLIAM FLOYD PARKWAY,SHIRLEY,11967,3471,SUFFOLK,6313991511,ME,LD,SO,SD1,N,07/01/2013,06/30/2014,49854,1,0,0,25.38,25.38,91.88,9430254,87625,0,9664959,4793832,1821135,6614967,302681,302162,609343,8408326,0,0,0,630702,336653,165000,118533,13701,23387,30895,4845,68,565,3528,319004,28154,42108,761472,235579,52064,31908,18821,2210,60772,110,63108,32039,2015
NY,NY0688,8000586080,NORTH SHORE PUBLIC LIBRARY DISTRICT,02,1,00,00,00,-72.884922,40.945411,36,103,250 ROUTE 25A,SHOREHAM,11786,2133,SUFFOLK,6319294488,ME,LD,SO,OTH,N,07/01/2013,06/30/2014,30785,1,0,0,11.04,11.04,28.61,3463172,16223,0,3602811,1675942,863802,2539744,168953,93246,356300,3589238,0,0,0,135,99230,143866,96336,17651,16695,24096,4845,82,346,3360,162572,55454,19508,331732,84593,23085,36836,31984,1874,31415,11,13500,1092,2015
NY,NY0689,8000586130,SMITHTOWN SPECIAL LIBRARY DISTRICT,02,1,00,00,00,-73.158903,40.83739,36,103,148 SMITHTOWN BOULEVARD,NESCONSET,11767,1746,SUFFOLK,6313602480,ME,LD,MO,OTH,N,01/01/2014,12/31/2014,113804,1,3,0,30.63,30.63,102.98,13146533,42865,0,13315651,7000656,3168224,10168880,336487,155931,590417,11920042,0,0,0,116067,229780,320766,114552,25252,27117,40908,4845,83,892,12416,732854,168302,57853,1001260,264076,248054,51584,91519,2879,74103,78,68043,17520,2015
NY,NY0690,8000586200,ROGERS MEMORIAL LIBRARY,02,1,00,00,00,-72.393409,40.88546,36,103,91 COOPERS FARM ROAD,SOUTHAMPTON,11968,4002,SUFFOLK,6312830774,ME,NP,SO,OTH,N,01/01/2014,12/31/2014,13443,1,0,0,7.88,13.13,36.85,4254997,13984,0,4385101,2164823,566775,2731598,154913,42543,281828,3752393,0,0,0,111490,166343,128518,114552,11016,22794,16712,4845,77,294,3169,205430,60659,12328,236686,58587,16911,19175,12340,2658,41282,37,45221,10967,2015
NY,NY0691,8000586210,SOUTHOLD FREE LIBRARY,02,1,00,00,00,-72.4286969,41.0640174,36,103,53705 MAIN ROAD,SOUTHOLD,11971,4643,SUFFOLK,6317652077,ME,NP,SO,SD1,N,07/01/2013,06/30/2014,6332,1,0,0,3.06,5.69,12.69,406427,5018,0,443620,469933,108740,578673,55440,15163,80870,808095,0,0,0,13754,11294,37241,96336,2941,16695,4606,4845,50,100,3524,107254,3168,6276,100954,31796,7472,4442,6682,470,5690,18,15000,331,2015
NY,NY0692,8000586925,WEST BABYLON PUBLIC LIBRARY,02,1,00,00,00,-73.358748,40.709787,36,103,211 ROUTE 109,WEST BABYLON,11704,6211,SUFFOLK,6316695445,ME,LD,SO,SD1,N,07/01/2013,06/30/2014,27918,1,0,0,11.38,12.69,33.69,3434261,16032,0,3580334,1514352,563178,2077530,124811,94065,258559,2962931,0,0,0,425,64143,94667,96336,9907,16695,13054,4845,50,204,3132,160237,27374,18464,259647,77158,15197,20280,16188,955,18886,24,31015,20645,2015
NY,NY0693,8000586960,WEST ISLIP PUBLIC LIBRARY,02,1,00,00,00,-73.3071403,40.6974508,36,103,3 HIGBIE LANE,WEST ISLIP,11795,3931,SUFFOLK,6316617080,ME,LD,SO,SD1,N,07/01/2013,06/30/2014,28042,1,0,0,9.28,9.36,35.39,4017612,8163,0,4094680,1831365,794238,2625603,145541,67005,244934,3384445,0,0,0,31114,54672,178935,96386,10495,16695,11127,4845,64,280,3152,228510,41582,17286,195113,69242,21803,13311,13254,1147,24986,59,25979,178914,2015
NY,NY0694,8000587040,WESTHAMPTON FREE LIBRARY,02,1,00,00,00,-72.6383462,40.8055706,36,103,7 LIBRARY AVENUE,WESTHAMPTON BEACH,11978,2603,SUFFOLK,6312883335,ME,NP,SO,SD1,N,07/01/2013,06/30/2014,5571,1,0,0,13.79,15.32,36.19,2749421,5392,0,2870786,1118578,288234,1406812,98658,26082,202604,2108617,0,0,0,0,3124266,51030,96336,3095,16695,14286,4845,50,243,3700,171531,27141,14079,218906,77327,10001,18250,16168,2511,39339,28,16419,11852,2015
NY,NY0695,8000587205,WYANDANCH PUBLIC LIBRARY,02,1,00,00,00,-73.363784,40.748797,36,103,14 SOUTH 20TH STREET,WYANDANCH,11798,3005,SUFFOLK,6316434848,ME,LD,SO,SD1,N,07/01/2013,06/30/2014,11702,1,0,0,6,6,22,1367038,3040,0,1411244,706633,170565,877198,31280,21316,60150,1402937,0,0,0,1553,216034,57086,57001,942,16695,3890,401,50,64,3120,152009,44102,10055,31487,5869,400,920,2301,1461,27482,26,38181,37001,2015
NY,NY0697,8400010060,ALBANY PUBLIC LIBRARY,02,1,00,00,00,-73.762488,42.656282,36,001,161 WASHINGTON AVENUE,ALBANY,12210,2303,ALBANY,5184274300,ME,LD,MO,SD1,N,01/01/2014,12/31/2014,97839,1,6,0,33.75,47.81,118.12,8289073,465757,0,9023005,3220290,1484968,4705258,655777,41891,697668,7033324,0,25881,0,25881,1213191,239379,22344,22210,7542,41657,645,12,347,15193,890421,142796,74877,1119705,192016,45993,117481,99998,2802,49639,140,185109,477095,2015
NY,NY0698,8400010150,ALTAMONT FREE LIBRARY,02,1,00,00,00,-74.0329109,42.7013077,36,001,179 MAIN STREET,ALTAMONT,12009,7714,ALBANY,5188617239,ME,NP,SO,OTH,N,01/01/2014,12/31/2014,1720,1,0,0,.94,.94,2.53,90971,1272,0,143810,72115,14430,86545,12032,508,13507,143514,0,0,0,0,0,11239,22344,507,7542,1156,645,11,23,2932,13464,1455,1997,26388,8406,1719,5985,7459,280,4498,3,3060,7300,2015
NY,NY0699,8400010650,BERNE PUBLIC LIBRARY,02,1,00,00,00,-74.145381,42.624776,36,001,1763 HELDERBERG TRAIL,BERNE,12023,M,ALBANY,5188721246,ME,CI,SO,OTH,N,01/01/2014,12/31/2014,2794,1,0,0,0,.33,.9,34290,104386,0,143747,,,,4110,433,5443,39087,0,0,0,0,103588,12623,22344,311,7542,1164,645,11,27,1386,13652,518,1232,15623,4694,1212,4535,4261,197,2859,7,1444,1430,2015
NY,NY0700,8400011475,COHOES PUBLIC LIBRARY,02,1,00,00,00,-73.7077736,42.7834315,36,001,169 MOHAWK STREET,COHOES,12047,3016,ALBANY,5182352570,ME,CI,SO,CI1,N,01/01/2014,12/31/2014,16168,1,0,0,1,1,4,219035,4422,0,238022,125351,46225,171576,16405,1507,23850,229130,0,0,0,0,0,29041,22344,935,7542,2251,645,11,40,2428,70412,2300,8302,37737,5199,2743,5134,7325,113,1076,10,13441,2600,2015
NY,NY0701,8400011510,WILLIAM K SANFORD TOWN LIBRARY,02,1,00,00,00,-73.79257,42.725414,36,001,629 ALBANY SHAKER ROAD,LOUDONVILLE,12211,1126,ALBANY,5184589274,ME,CI,SO,OTH,N,01/01/2014,12/31/2014,81591,1,0,0,6.89,10.13,28.93,2480709,21441,0,2597453,1426805,528302,1955107,218187,60943,293811,2469177,0,0,0,0,13244,186365,22344,8138,7542,11328,645,17,200,3380,297323,39429,33572,686545,263083,43517,60878,71283,1249,32029,26,31464,33600,2015
NY,NY0702,8400011730,BETHLEHEM PUBLIC LIBRARY,02,1,00,00,00,-73.840938,42.619275,36,001,451 DELAWARE AVENUE,DELMAR,12054,3042,ALBANY,5184399314,ME,LD,SO,SD1,N,07/01/2013,06/30/2014,27878,1,0,0,13.85,14.73,40.59,3824085,22213,0,3928921,2102257,794195,2896452,233659,44292,351124,3689592,0,0,0,11,561,102903,19566,9012,6684,6567,477,20,269,3704,385962,59893,19885,713998,249425,31578,52516,73431,1092,30477,46,37623,27156,2015
NY,NY0703,8400012700,GUILDERLAND PUBLIC LIBRARY,02,1,00,00,00,-73.904209,42.701013,36,001,2228 WESTERN AVENUE,GUILDERLAND,12084,9701,ALBANY,5184562400,ME,LD,SO,SD1,N,07/01/2013,06/30/2014,36131,1,0,0,14.8,21.28,52.73,3390342,9395,0,3495728,1785280,582876,2368156,326107,30091,396512,3109719,90000,0,0,90000,107617,139053,22344,16569,7542,18973,645,25,265,3376,217676,45945,20648,504704,150685,25708,57736,51606,691,13641,36,30833,130617,2015
NY,NY0704,8400014030,MENANDS PUBLIC LIBRARY,02,1,00,00,00,-73.728377,42.693231,36,001,4 NORTH LYONS AVENUE,MENANDS,12204,2203,ALBANY,5184634035,ME,LD,SO,SD1,N,07/01/2013,06/30/2014,3883,1,0,0,.88,1.76,1.98,126483,1258,0,130357,,,,17745,250,27921,122862,0,0,0,0,11125,11407,22347,1034,7542,4440,645,11,31,1612,10900,3950,1604,28959,11518,730,10831,2606,118,571,3,2419,1420,2015
NY,NY0705,8400015470,RCS COMMUNITY LIBRARY,02,1,00,00,00,-73.792652,42.474539,36,001,95 MAIN STREET,RAVENA,12143,1710,ALBANY,5187562053,ME,LD,SO,SD1,N,07/01/2013,06/30/2014,14064,1,0,0,2.78,3.71,7.41,520827,3185,0,541288,266770,94127,360897,17090,2157,25478,543599,0,0,0,36900,0,24422,22344,1937,7542,1109,645,11,16,1887,45240,6556,3819,63526,21858,3833,8654,12609,619,5124,14,10519,837,2015
NY,NY0706,8400015530,RENSSELAERVILLE PUBLIC LIBRARY,02,1,00,00,00,-74.1366066,42.5160436,36,001,1459 COUNTY ROUTE 351,RENSSELAERVILLE,12147,M,ALBANY,5187973949,ME,NP,SO,OTH,N,01/01/2014,12/31/2014,1843,1,0,0,.7,.7,.98,44048,1272,0,116827,,,,7760,1354,9965,110761,0,0,0,0,46124,14958,22344,878,7542,1647,645,11,29,1456,5422,576,776,10753,2415,1124,5729,2554,91,771,6,781,287,2015
NY,NY0707,8400016680,VOORHEESVILLE PUBLIC LIBRARY,02,1,00,00,00,-73.93952,42.658313,36,001,51 SCHOOL ROAD,VOORHEESVILLE,12186,9609,ALBANY,5187652791,ME,LD,SO,SD1,N,07/01/2013,06/30/2014,7208,1,0,0,6.13,6.13,13.69,1123619,4583,0,1148766,587353,165649,753002,52170,21940,87022,1004627,0,45900,0,45900,8463,37351,23885,3357,7564,3600,645,21,268,3012,53904,19819,5477,107913,39756,7358,20977,16365,446,7242,7,5429,3183,2015
NY,NY0708,8400016860,WATERVLIET PUBLIC LIBRARY,02,1,00,00,00,-73.700016,42.726207,36,001,1501 BROADWAY,WATERVLIET,12189,2809,ALBANY,5182744471,ME,NP,SO,CI1,N,01/01/2014,12/31/2014,10254,1,0,0,.75,.75,1.71,41000,2907,0,62510,,,,2468,1015,4597,64685,0,100347,0,100347,18095,13101,22344,572,7542,2111,645,11,26,1976,14976,2652,4275,20782,4328,1477,3147,7867,71,1275,11,3709,0,2015
NY,NY0709,8400017015,TOWN OF WESTERLO PUBLIC LIBRARY,02,1,00,00,00,-74.0471227,42.5177589,36,001,604 STATE ROUTE 143,WESTERLO,12193,M,ALBANY,5187973415,ME,CI,SO,OTH,N,01/01/2014,12/31/2014,3361,1,0,0,.58,.58,1.3,71200,1272,0,75166,,,,5952,368,11133,77155,0,0,0,15921,25395,9357,22344,359,7542,1631,645,11,26,1508,9001,450,678,17646,3284,791,5231,5899,114,566,2,762,564,2015
NY,NY0710,8400490640,BERLIN FREE TOWN LIBRARY,02,1,00,00,00,-73.370477,42.690053,36,083,47 MAIN STREET,BERLIN,12022,M,RENSSELAER,5186582231,ME,NP,SO,OTH,N,01/01/2014,12/31/2014,1880,1,0,0,0,.5,.95,10350,1272,0,54356,,,,5344,310,5654,54817,0,0,0,0,0,10610,22344,259,7542,860,645,11,14,1120,6132,347,1038,10116,2853,341,3356,2554,60,392,4,2860,1996,2015
NY,NY0711,8400491135,CASTLETON PUBLIC LIBRARY,02,1,00,00,00,-73.757688,42.527468,36,083,85 SOUTH MAIN STREET,CASTLETON,12033,1207,RENSSELAER,5187320879,ME,CI,SO,OTH,N,01/01/2014,12/31/2014,1473,1,0,0,1.3,1.3,2.45,117325,1557,0,123003,68235,23014,91249,6703,501,8183,110720,0,0,0,0,96212,11279,22344,630,7542,1519,645,11,23,2392,11908,3536,1582,17664,5816,909,4955,4967,95,676,3,1176,1560,2015
NY,NY0712,8400491890,EAST GREENBUSH COMMUNITY LIBRARY,02,1,00,00,00,-73.694973,42.616783,36,083,10 COMMUNITY WAY,EAST GREENBUSH,12061,3918,RENSSELAER,5184777476,ME,LD,SO,OTH,N,01/01/2014,12/31/2014,16473,1,0,0,9,13.5,18.19,1761078,4757,0,1861698,851453,309288,1160741,94874,14420,146848,1548913,0,37820,0,37820,99211,75160,22344,9886,7542,10807,645,14,200,3330,202338,40340,12914,392324,144578,19645,36007,40787,626,18047,20,30458,17434,2015
NY,NY0713,8400492570,GRAFTON COMMUNITY LIBRARY,02,1,00,00,00,-73.452891,42.769218,36,083,2455 NY ROUTE 2,GRAFTON,12082,M,RENSSELAER,5182790580,ME,NP,SO,OTH,N,01/01/2014,12/31/2014,2130,1,0,0,.6,.6,.98,22538,1398,0,47558,,,,2641,548,4622,55502,0,0,0,2,0,9579,22344,648,7542,1459,645,11,4,1248,6609,936,532,20256,5771,1306,4678,6542,160,1172,3,1067,1277,2015
NY,NY0714,8400493040,CHENEY LIBRARY,02,1,00,00,00,-73.3486596,42.9021334,36,083,77 CLASSIC STREET,HOOSICK FALLS,12090,M,RENSSELAER,5186869401,ME,NP,SO,OTH,N,01/01/2014,12/31/2014,6924,1,0,0,0,.79,1.53,49940,3820,0,88579,,,,5118,202,5320,89388,0,0,0,0,0,14911,22344,498,7542,967,645,11,24,1976,10562,220,2492,18856,5532,1792,4336,6412,127,2013,3,806,365,2015
NY,NY0715,8400494340,NASSAU FREE LIBRARY,02,1,00,00,00,-73.607954,42.51544,36,083,18 CHURCH STREET,NASSAU,12123,2704,RENSSELAER,5187662715,ME,NP,SO,OTH,N,01/01/2014,12/31/2014,4789,1,0,0,.62,.62,1.75,108870,2441,0,116995,,,,5372,412,8428,119213,0,0,0,0,0,19153,22344,1016,7542,1860,645,11,20,1820,9748,948,1926,22615,6564,850,6515,10430,210,2550,2,1775,1040,2015
NY,NY0716,8400495060,PETERSBURGH PUBLIC LIBRARY,02,1,00,00,00,-73.342509,42.750741,36,083,69 MAIN STREET,PETERSBURGH,12138,M,RENSSELAER,5186582927,ME,CI,SO,OTH,N,01/01/2014,12/31/2014,1525,1,0,0,0,.45,1.4,53467,15517,0,75765,,,,8852,604,10936,61148,0,0,0,0,12593,21372,22344,1458,7542,2416,645,11,7,1248,6240,742,912,20710,7254,1266,7902,5357,100,1161,4,1138,1460,2015
NY,NY0717,8400495520,RENSSELAER PUBLIC LIBRARY,02,1,00,00,00,-73.739272,42.64377,36,083,676 EAST STREET,RENSSELAER,12144,2210,RENSSELAER,5184621193,ME,CI,SO,CI1,N,08/01/2013,07/31/2014,9392,1,0,0,1.75,1.75,2.63,98543,4042,0,105326,81605,0,81605,15712,402,16114,105326,0,0,0,0,0,19128,22344,387,7542,1334,648,11,33,2288,24960,6760,5996,20187,4646,894,5787,4343,173,2417,8,8506,7280,2015
NY,NY0718,8400495920,ARVILLA E. DIVER MEMORIAL LIBRARY,02,1,00,00,00,-73.586029,42.898525,36,083,136 MAIN STREET,SCHAGHTICOKE,12154,3905,RENSSELAER,5187534344,ME,NP,SO,OTH,N,01/01/2014,12/31/2014,592,1,0,0,0,.67,.87,29015,1271,0,32181,,,,2237,200,3530,39989,0,0,0,0,22213,6832,22344,204,7542,718,645,11,31,1352,5303,752,939,10613,3161,452,2048,4240,76,806,6,1065,100,2015
NY,NY0719,8400496300,STEPHENTOWN MEMORIAL LIBRARY,02,1,00,00,00,-73.381193,42.550517,36,083,472 NY STATE ROUTE 43,STEPHENTOWN,12168,2938,RENSSELAER,5187335750,ME,NP,SO,OTH,N,01/01/2014,12/31/2014,2903,1,0,0,.51,.9,1.13,46675,1398,0,86770,,,,4040,2081,7502,92703,0,0,0,0,33737,12853,22344,914,7542,2225,645,12,27,1872,15117,3598,1214,19906,4848,1314,5208,5120,331,3214,11,6192,6712,2015
NY,NY0720,8400496480,TROY PUBLIC LIBRARY,02,1,00,00,00,-73.6939341,42.723299,36,083,100 SECOND STREET,TROY,12180,4005,RENSSELAER,5182747071,ME,LD,MO,CI1,N,01/01/2014,12/31/2014,50129,1,1,0,8.75,8.75,24.5,574608,14261,0,675363,598209,106745,704954,47138,6436,64306,984287,0,52279,0,82279,127088,86989,22344,3644,7542,5053,645,14,161,5200,81128,25858,25568,224446,66572,11409,26011,35114,547,9033,29,35824,2352,2015
NY,NY0721,8400496630,VALLEY FALLS FREE LIBRARY,02,1,00,00,00,-73.56335,42.898535,36,083,42 STATE STREET,VALLEY FALLS,12185,M,RENSSELAER,5187534230,ME,NP,SO,OTH,N,01/01/2014,12/31/2014,5804,1,0,0,0,.53,.88,27432,1677,0,35680,,,,3801,327,4809,42241,0,0,0,5000,0,9205,22344,314,7542,925,645,11,42,1820,6304,330,806,7831,2131,481,3649,2519,45,1113,3,1082,72,2015
NY,NY0722,8400496975,SAND LAKE TOWN LIBRARY,02,1,00,00,00,-73.541883,42.638067,36,083,8428 MILLER HILL ROAD,AVERILL PARK,12018,2607,RENSSELAER,5186745050,ME,CI,SO,OTH,N,01/01/2014,12/31/2014,8530,1,0,0,1.38,1.38,3.1,129297,2242,0,154624,96646,8577,105223,22397,3588,31208,148010,0,0,0,0,0,27759,22344,1852,7542,1762,645,15,75,2475,21003,2054,4319,43291,12983,4900,10043,10490,173,2146,4,3219,1609,2015
NY,NY0723,8400497210,NORTH GREENBUSH PUBLIC LIBRARY,02,1,00,00,00,-73.63887,42.695491,36,083,141 MAIN AVENUE,WYNANTSKILL,12198,7549,RENSSELAER,5182830303,ME,LD,SO,OTH,N,01/01/2014,12/31/2014,12075,1,0,0,.88,.88,3.51,299827,3173,0,313126,127707,9604,137311,54542,915,75554,242834,0,0,0,10000,0,56850,22344,5395,7542,4191,645,11,90,2440,45200,5790,5466,108387,38113,1909,13460,12228,59,900,2,1200,150,2015
NY,NY0725,8800660265,ARDSLEY PUBLIC LIBRARY,02,1,00,00,00,-73.8454431,41.0112796,36,119,9 AMERICAN LEGION DRIVE,ARDSLEY,10502,1803,WESTCHESTER,9146936636,ME,CI,SO,OTH,N,06/01/2013,05/31/2014,4452,1,0,0,1.93,2.81,4.91,704660,16805,0,739915,231476,103119,334595,26846,0,35172,468840,0,0,0,0,0,51553,59242,2511,10000,5953,23,24,54,2274,75376,16500,3678,100889,34355,1824,15373,23741,206,3752,7,24336,3596,2015
NY,NY0726,8800660280,NORTH CASTLE PUBLIC LIBRARY,02,1,00,00,00,-73.7263569,41.129837,36,119,19 WHIPPOORWILL ROAD EAST,ARMONK,10504,1455,WESTCHESTER,9142733887,ME,CI,MO,OTH,N,01/01/2014,12/31/2014,11841,1,1,0,5.25,5.25,14.44,1596509,12636,0,1641344,809212,359430,1168642,87779,7236,127424,1592354,0,0,0,0,0,62159,65756,6733,10575,7155,23,23,112,4340,92083,29384,5613,119395,52558,8356,23941,13982,1283,20308,12,4688,15350,2015
NY,NY0727,8800660540,BEDFORD FREE LIBRARY,02,1,00,00,00,-73.6431067,41.2031168,36,119,VILLAGE GREEN,BEDFORD,10506,M,WESTCHESTER,9142343570,ME,NP,SO,OTH,N,01/01/2014,12/31/2014,4457,1,0,0,0,4.74,5.41,339856,1531,0,507168,270914,43604,314518,16563,0,37538,479271,0,0,0,0,0,44695,65625,2936,10575,4140,23,23,101,2288,88600,10900,2526,58991,22254,3438,12910,11871,884,11912,7,7800,3584,2015
NY,NY0728,8800660550,BEDFORD HILLS FREE LIBRARY,02,1,00,00,00,-73.700375,41.235719,36,119,26 MAIN STREET,BEDFORD HILLS,10507,1814,WESTCHESTER,9146666472,ME,NP,SO,OTH,N,01/01/2014,12/31/2014,6435,1,0,0,.44,4.38,5.69,381579,18549,0,506524,261702,86607,348309,20559,0,26802,493364,0,0,0,0,0,37866,65625,2771,10575,3028,23,23,61,2282,52456,5120,2239,52839,20764,295,9428,8927,339,3331,2,1621,897,2015
NY,NY0729,8800660830,BRIARCLIFF MANOR PUBLIC LIBRARY,02,1,00,00,00,-73.8247381,41.1455022,36,119,1 LIBRARY ROAD,BRIARCLIFF MANOR,10510,1726,WESTCHESTER,9149417072,ME,CI,SO,OTH,N,06/01/2013,05/31/2014,7867,1,0,0,2.41,2.41,4.7,578735,2263,0,613430,273910,175619,449529,40250,6900,57268,623833,0,0,0,0,0,35261,59585,2763,10038,3092,23,26,63,2538,75045,5780,3460,84767,32427,3618,14824,19434,440,7038,8,5256,4001,2015
NY,NY0730,8800660900,BRONXVILLE PUBLIC LIBRARY,02,1,00,00,00,-73.8305479,40.9351747,36,119,201 PONDFIELD ROAD,BRONXVILLE,10708,4828,WESTCHESTER,9143377680,ME,CI,SO,OTH,N,06/01/2013,05/31/2014,6323,1,0,0,5.36,5.36,11.46,1283307,2992,0,1342759,619337,279751,899088,61682,1447,74777,1331171,26588,0,0,26588,26588,64451,59242,2623,10000,5206,23,26,84,2424,139568,30734,3358,130847,58456,3746,19188,16865,561,17458,9,16319,11600,2015
NY,NY0731,8800661240,CHAPPAQUA CENTRAL SCH DIST P L,02,1,00,00,00,-73.77386,41.154994,36,119,195 SOUTH GREELEY AVENUE,CHAPPAQUA,10514,3334,WESTCHESTER,9142384779,ME,LD,SO,SD1,N,07/01/2013,06/30/2014,16126,1,0,0,10.4,10.4,28.73,2845229,7013,0,2999354,1527785,662642,2190427,131427,41199,229939,2925724,0,0,0,143860,73994,116332,60965,9692,10206,9976,70,32,236,3183,214451,54652,9688,362969,126695,14427,54328,44260,1681,31066,18,19837,27241,2015
NY,NY0732,8800661650,CROTON FREE LIBRARY,02,1,00,00,00,-73.8787103,41.2078975,36,119,171 CLEVELAND DRIVE,CROTON-ON-HUDSON,10520,2431,WESTCHESTER,9142716612,ME,NP,SO,SD1,N,01/01/2014,12/31/2014,9454,1,0,0,2.89,4.82,11.82,810446,2481,0,932588,477204,92656,569860,58082,1770,73008,851236,0,5658,0,16158,102898,72093,59242,3776,10000,4007,23,24,154,2876,99170,14300,5660,146720,53609,6717,27777,26713,426,11118,6,4650,7267,2015
NY,NY0733,8800661800,DOBBS FERRY PUBLIC LIBRARY,02,1,00,00,00,-73.8771273,41.0130282,36,119,55 MAIN STREET,DOBBS FERRY,10522,2105,WESTCHESTER,9146936614,ME,CI,SO,OTH,N,06/01/2013,05/31/2014,10875,1,0,0,7,7,10.5,706825,2828,0,723999,441270,164696,605966,31333,0,39216,791462,0,0,0,0,0,41219,59242,3636,10000,3094,23,24,74,2626,69468,19692,5137,72847,24677,2917,15686,14129,178,2540,7,13776,7544,2015
NY,NY0734,8800661990,EASTCHESTER PUBLIC LIBRARY,02,1,00,00,00,-73.8114099,40.9569471,36,119,11 OAKRIDGE PLACE,EASTCHESTER,10709,2012,WESTCHESTER,9147935055,ME,CI,SO,OTH,N,01/01/2014,12/31/2014,19649,1,0,0,5.66,6.66,17.32,1608851,5159,0,1644257,860789,518939,1379728,59401,2903,62391,1665014,30000,6714,0,36714,36714,86166,66755,4502,10575,6941,23,23,139,2496,157809,23158,9031,220257,97863,14215,20508,18828,610,16056,8,11705,8356,2015
