NAME,STUSAB,SUMLEV,REGION,DIVISION,STATE,COUNTY,AREALAND,AREAWATR,POP100,HU100,INTPTLAT,INTPTLON,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010047,P0010063,P0010070,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020028,P0020049,P0020065,P0020072,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030026,P0030047,P0030063,P0030070,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040028,P0040049,P0040065,P0040072,H0010001,H0010002,H0010003
Laurens County,SC,050,3,5,45,059,1848742669,25990687,66537,30709,+34.4834770,-082.0056570,66537,65683,46848,16933,153,183,34,1532,854,824,390,161,74,12,100,34,9,3,11,0,0,1,6,15,8,23,6,1,0,66537,2729,63808,63095,45900,16808,137,175,25,50,713,689,17,6,1,0,51110,50763,37008,12551,129,143,20,912,347,329,14,3,1,0,51110,1604,49506,49214,36449,12475,118,137,15,20,292,276,12,3,1,0,30709,25525,5184
Lee County,SC,050,3,5,45,061,1062372545,2715075,19220,7775,+34.1586401,-080.2512086,19220,19053,6419,12359,51,59,3,162,167,144,42,14,11,3,12,31,6,0,16,1,0,2,1,5,0,11,5,6,1,19220,334,18886,18753,6322,12315,49,58,3,6,133,118,3,5,6,1,14957,14867,5396,9274,42,50,2,103,90,73,8,5,3,1,14957,229,14728,14652,5316,9239,42,49,2,4,76,64,3,5,3,1,7775,6797,978
Lexington County,SC,050,3,5,45,063,1810175317,152333538,262391,113957,+33.8925535,-081.2728531,262391,257522,208023,37522,1134,3729,130,6984,4869,4536,1539,1065,587,51,599,175,93,26,193,22,7,35,29,83,32,314,19,0,0,262391,14529,247862,244026,201946,36995,957,3693,105,330,3836,3587,233,16,0,0,198229,195974,161552,26010,836,2828,90,4658,2255,2081,164,10,0,0,198229,9389,188840,187086,157649,25684,720,2801,75,157,1754,1617,128,9,0,0,113957,102733,11224
McCormick County,SC,050,3,5,45,065,930141770,89983100,10233,5453,+33.8976052,-082.3161920,10233,10141,4985,5083,10,34,6,23,92,87,43,20,3,6,1,2,8,0,2,0,0,0,1,1,0,5,0,0,0,10233,81,10152,10068,4941,5069,9,34,3,12,84,79,5,0,0,0,8751,8710,4553,4099,9,31,5,13,41,38,3,0,0,0,8751,68,8683,8645,4511,4089,8,31,3,3,38,35,3,0,0,0,5453,4027,1426
Marion County,SC,050,3,5,45,067,1267092919,12712407,33062,14953,+34.0807006,-079.3621305,33062,32649,13434,18476,144,176,2,417,413,372,127,74,15,2,29,57,20,2,23,2,1,0,2,16,2,38,1,1,1,33062,791,32271,31922,13230,18365,133,176,2,16,349,320,28,0,1,0,24991,24829,10952,13365,108,129,1,274,162,150,10,0,1,1,24991,489,24502,24357,10826,13298,101,129,1,2,145,136,8,0,1,0,14953,13058,1895
Marlboro County,SC,050,3,5,45,069,1242350170,14504245,28933,12072,+34.6018053,-079.6779418,28933,28409,11987,14729,1308,75,4,306,524,485,121,194,5,9,45,55,10,1,31,3,3,3,0,1,4,36,2,1,0,28933,800,28133,27674,11657,14652,1265,74,3,23,459,422,34,2,1,0,22610,22311,9772,11257,945,64,4,269,299,282,15,1,1,0,22610,679,21931,21681,9479,11203,919,63,3,14,250,233,15,1,1,0,12072,10383,1689
Newberry County,SC,050,3,5,45,071,1631788278,44675199,37508,17922,+34.2897302,-081.6000526,37508,37072,23301,11626,130,122,35,1858,436,412,221,60,15,3,50,17,6,2,25,0,0,2,1,6,4,21,2,1,0,37508,2690,34818,34484,22690,11533,99,116,10,36,334,318,15,0,1,0,28964,28766,18797,8629,96,100,22,1122,198,183,13,1,1,0,28964,1612,27352,27203,18436,8568,75,97,8,19,149,138,10,0,1,0,17922,14709,3213
Oconee County,SC,050,3,5,45,073,1622196811,122191920,74273,38763,+34.7487585,-083.0615216,74273,73098,65177,5613,176,436,10,1686,1175,1101,486,266,98,23,149,34,8,1,20,1,1,0,3,8,3,73,0,1,0,74273,3349,70924,69979,63807,5550,152,421,8,41,945,900,44,0,1,0,58566,58037,52387,4153,131,325,8,1033,529,493,35,0,1,0,58566,2009,56557,56140,51567,4119,114,315,6,19,417,393,23,0,1,0,38763,30676,8087
Orangeburg County,SC,050,3,5,45,075,2864787762,56464867,92501,42504,+33.4361350,-080.8029131,92501,91405,31770,57535,491,752,14,843,1096,1030,354,248,63,13,63,113,66,12,55,9,0,6,1,27,0,58,6,2,0,92501,1767,90734,89780,31206,57286,468,751,12,57,954,891,56,5,2,0,71062,70444,25793,43125,377,575,11,563,618,572,39,5,2,0,71062,1168,69894,69344,25414,42961,362,574,9,24,550,507,37,4,2,0,42504,35788,6716
Pickens County,SC,050,3,5,45,077,1285687489,40460184,119224,51244,+34.8873615,-082.7253677,119224,117448,105747,7854,230,1913,14,1690,1776,1694,641,427,256,22,221,41,14,4,21,12,1,2,5,23,4,79,1,2,0,119224,3743,115481,113992,103958,7792,210,1900,14,118,1489,1429,60,0,0,0,94937,94040,84988,6120,190,1632,11,1099,897,853,42,1,1,0,94937,2438,92499,91745,83809,6076,181,1620,11,48,754,721,33,0,0,0,51244,45228,6016
Richland County,SC,050,3,5,45,079,1960797690,37925712,384504,161725,+34.0297833,-080.8965664,384504,376073,181974,176538,1230,8548,425,7358,8431,7583,2672,793,1249,81,672,696,466,102,482,40,5,53,89,155,28,783,52,13,0,384504,18637,365867,359170,174267,174549,987,8433,372,562,6697,6058,596,31,12,0,296951,292332,149904,129076,970,6829,325,5228,4619,4165,414,32,8,0,296951,13129,283822,280102,144166,127816,793,6754,293,280,3720,3370,324,19,7,0,161725,145194,16531
Saluda County,SC,050,3,5,45,081,1172690632,23419287,19875,9289,+34.0052784,-081.7279033,19875,19597,12141,5230,83,38,63,2042,278,264,97,29,10,0,76,15,15,1,6,0,0,11,0,1,3,6,1,7,0,19875,2857,17018,16844,11548,5196,43,36,11,10,174,163,4,0,7,0,15294,15136,9814,3836,60,24,56,1346,158,151,5,0,2,0,15294,1926,13368,13285,9397,3818,35,23,8,4,83,78,3,0,2,0,9289,7527,1762
Spartanburg County,SC,050,3,5,45,083,2092518606,29310216,284307,122628,+34.9332392,-081.9910530,284307,279555,205680,58565,764,5746,86,8714,4752,4502,1784,802,539,68,631,186,125,26,136,18,1,42,27,112,5,217,24,6,3,284307,16658,267649,263931,199184,58115,562,5680,69,321,3718,3537,165,14,2,0,214857,212805,160069,42782,559,4037,56,5302,2052,1936,99,12,2,3,214857,10123,204734,203165,156018,42537,434,4003,47,126,1569,1484,79,5,1,0,122628,109246,13382
Sumter County,SC,050,3,5,45,085,1722512472,44079489,107456,46011,+33.9160459,-080.3824721,107456,105426,51825,50414,389,1188,99,1511,2030,1849,588,340,357,27,165,111,121,17,73,4,0,19,9,13,5,165,14,2,0,107456,3532,103924,102257,50423,50110,334,1167,93,130,1667,1531,125,9,2,0,80025,79067,40151,36541,299,978,75,1023,958,883,68,6,1,0,80025,2279,77746,76956,39243,36358,260,962,72,61,790,730,54,5,1,0,46011,40398,5613
Union County,SC,050,3,5,45,087,1331696606,4805084,28961,14153,+34.6905135,-081.6158309,28961,28601,19286,9066,67,79,11,92,360,349,214,66,12,5,8,11,18,5,7,0,1,0,1,0,1,11,0,0,0,28961,282,28679,28344,19146,9022,63,79,11,23,335,324,11,0,0,0,22361,22230,15342,6716,47,63,10,52,131,125,6,0,0,0,22361,169,22192,22067,15258,6687,47,63,10,2,125,119,6,0,0,0,14153,11974,2179
Williamsburg County,SC,050,3,5,45,089,2419459980,7469407,34423,15359,+33.6264629,-079.7164752,34423,34161,10939,22637,114,138,3,330,262,234,85,46,5,0,30,38,7,2,16,0,0,1,0,2,2,28,0,0,0,34423,689,33734,33522,10725,22526,102,137,3,29,212,190,22,0,0,0,26301,26153,8993,16701,96,98,3,262,148,130,18,0,0,0,26301,581,25720,25610,8795,16619,84,98,3,11,110,96,14,0,0,0,15359,13007,2352
York County,SC,050,3,5,45,091,1762732402,39400683,226073,94196,+34.9701904,-081.1831885,226073,221892,169158,43003,1934,3413,126,4258,4181,3934,1514,936,535,67,381,169,80,25,108,14,3,13,18,59,12,233,14,0,0,226073,10075,215998,212477,164371,42608,1777,3394,72,255,3521,3339,175,7,0,0,168329,166493,129224,30786,1256,2429,90,2708,1836,1714,115,7,0,0,168329,6293,162036,160519,126197,30571,1164,2416,54,117,1517,1422,91,4,0,0,94196,85864,8332
Aurora County,SD,050,2,4,46,003,1834810993,11201377,2710,1324,+43.7247191,-098.5775872,2710,2696,2577,11,40,18,0,50,14,14,2,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710,101,2609,2596,2531,9,38,18,0,0,13,13,0,0,0,0,1985,1980,1930,5,8,6,0,31,5,5,0,0,0,0,1985,61,1924,1920,1902,4,8,6,0,0,4,4,0,0,0,0,1324,1102,222
Beadle County,SD,050,2,4,46,005,3260042792,15808033,17398,8304,+44.4182649,-098.2794224,17398,17113,15599,147,189,632,17,529,285,278,111,73,13,6,51,8,0,0,5,3,0,2,1,4,1,7,0,0,0,17398,1337,16061,15862,14934,118,165,632,8,5,199,193,6,0,0,0,13179,13066,12104,92,105,399,13,353,113,109,4,0,0,0,13179,823,12356,12289,11713,70,100,399,6,1,67,63,4,0,0,0,8304,7276,1028
Bennett County,SD,050,2,4,46,007,3068381373,15010867,3431,1263,+43.1848259,-101.6764255,3431,3293,1157,4,2109,13,3,7,138,137,8,125,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3431,67,3364,3234,1141,3,2072,13,3,2,130,129,1,0,0,0,2242,2170,961,1,1195,6,0,7,72,72,0,0,0,0,2242,38,2204,2134,950,0,1176,6,0,2,70,70,0,0,0,0,1263,1090,173
Bon Homme County,SD,050,2,4,46,009,1459979006,46518947,7070,2931,+42.9860314,-097.8856131,7070,6974,6349,68,502,10,0,45,96,90,13,57,5,0,7,5,0,0,1,0,1,0,0,1,0,6,0,0,0,7070,130,6940,6857,6285,65,494,10,0,3,83,82,1,0,0,0,5675,5617,5063,60,461,8,0,25,58,57,1,0,0,0,5675,92,5583,5529,5008,57,455,8,0,1,54,53,1,0,0,0,2931,2457,474
Brookings County,SD,050,2,4,46,011,2051804629,32967600,31965,13137,+44.3766745,-096.7977971,31965,31511,29802,254,282,869,9,295,454,420,78,158,125,3,28,6,8,0,1,4,0,3,4,1,1,33,1,0,0,31965,636,31329,30928,29513,246,272,866,9,22,401,372,28,1,0,0,25927,25681,24367,200,199,697,8,210,246,234,12,0,0,0,25927,425,25502,25279,24176,195,194,694,8,12,223,213,10,0,0,0,13137,12029,1108
Brown County,SD,050,2,4,46,013,4436601519,46541281,36531,16706,+45.5892542,-098.3521746,36531,35901,34057,194,1105,355,42,148,630,605,118,318,67,18,55,6,2,2,1,2,0,7,1,7,1,25,0,0,0,36531,496,36035,35502,33825,187,1078,353,42,17,533,517,16,0,0,0,28058,27791,26512,134,713,302,33,97,267,263,4,0,0,0,28058,291,27767,27530,26360,129,699,300,33,9,237,235,2,0,0,0,16706,15489,1217
Brule County,SD,050,2,4,46,015,2116641810,75721218,5255,2433,+43.7298803,-099.0929410,5255,5127,4646,12,445,9,1,14,128,125,5,111,4,0,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0,5255,75,5180,5062,4615,12,425,9,1,0,118,116,2,0,0,0,3897,3835,3566,6,244,6,1,12,62,60,1,1,0,0,3897,38,3859,3802,3555,6,234,6,1,0,57,56,1,0,0,0,2433,2136,297
Buffalo County,SD,050,2,4,46,017,1220880153,42362363,1912,609,+44.0443062,-099.2039983,1912,1895,283,4,1607,1,0,0,17,17,0,11,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1912,35,1877,1863,283,4,1575,1,0,0,14,14,0,0,0,0,1162,1155,203,4,947,1,0,0,7,7,0,0,0,0,1162,14,1148,1142,203,4,934,1,0,0,6,6,0,0,0,0,609,532,77
Butte County,SD,050,2,4,46,019,5827210184,42730857,10110,4621,+44.8964345,-103.5017616,10110,9849,9526,22,189,22,8,82,261,246,17,188,13,0,20,4,0,0,0,0,0,2,0,2,0,15,0,0,0,10110,306,9804,9579,9360,20,170,21,7,1,225,212,13,0,0,0,7583,7452,7237,12,118,21,6,58,131,126,5,0,0,0,7583,201,7382,7268,7125,10,107,20,5,1,114,110,4,0,0,0,4621,4160,461
Campbell County,SD,050,2,4,46,021,1900214239,96243759,1466,980,+45.7822414,-100.0279513,1466,1455,1441,2,5,4,0,3,11,11,3,4,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1466,20,1446,1440,1430,1,5,4,0,0,6,6,0,0,0,0,1187,1181,1174,1,3,2,0,1,6,6,0,0,0,0,1187,10,1177,1174,1169,0,3,2,0,0,3,3,0,0,0,0,980,694,286
Charles Mix County,SD,050,2,4,46,023,2842477063,136616767,9129,3849,+43.2061853,-098.5951429,9129,8878,5930,9,2893,19,0,27,251,249,11,164,14,1,2,20,1,0,0,14,7,14,0,0,1,2,0,0,0,9129,152,8977,8755,5899,8,2830,18,0,0,222,220,2,0,0,0,6424,6317,4664,8,1612,13,0,20,107,106,1,0,0,0,6424,76,6348,6253,4647,7,1587,12,0,0,95,94,1,0,0,0,3849,3249,600
Clark County,SD,050,2,4,46,025,2480181644,25627350,3691,1710,+44.8552107,-097.7249124,3691,3660,3620,7,2,2,0,29,31,27,7,11,2,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3691,63,3628,3606,3596,6,2,2,0,0,22,21,1,0,0,0,2815,2802,2775,3,2,2,0,20,13,12,1,0,0,0,2815,41,2774,2763,2757,2,2,2,0,0,11,11,0,0,0,0,1710,1445,265
Clay County,SD,050,2,4,46,027,1067554320,13079349,13864,5639,+42.9129968,-096.9797951,13864,13550,12637,185,429,232,4,63,314,300,72,141,40,2,27,8,2,0,3,0,0,2,2,1,0,13,1,0,0,13864,277,13587,13321,12484,179,408,230,3,17,266,254,11,1,0,0,11440,11274,10608,152,268,197,4,45,166,160,5,1,0,0,11440,179,11261,11121,10507,147,259,195,3,10,140,135,4,1,0,0,5639,5110,529
Codington County,SD,050,2,4,46,029,1783194146,74251733,27227,12397,+44.9663237,-097.1988429,27227,26877,25951,93,541,122,0,170,350,340,56,166,70,4,24,5,1,1,2,3,0,7,0,1,0,10,0,0,0,27227,433,26794,26485,25762,88,512,121,0,2,309,301,8,0,0,0,20478,20341,19754,58,348,89,0,92,137,134,3,0,0,0,20478,216,20262,20138,19653,55,341,88,0,1,124,122,2,0,0,0,12397,11432,965
Corson County,SD,050,2,4,46,031,6396472290,155287260,4050,1540,+45.6983396,-101.1760168,4050,3945,1204,3,2713,11,2,12,105,105,1,67,12,0,0,9,0,0,1,1,2,12,0,0,0,0,0,0,0,4050,106,3944,3853,1202,3,2635,11,1,1,91,91,0,0,0,0,2660,2608,973,3,1617,8,1,6,52,52,0,0,0,0,2660,39,2621,2575,971,3,1591,8,1,1,46,46,0,0,0,0,1540,1260,280
Custer County,SD,050,2,4,46,033,4032615511,5482570,8216,4628,+43.6849428,-103.4622500,8216,8053,7737,15,240,29,2,30,163,156,9,122,7,1,14,1,0,0,0,0,1,1,0,0,0,6,1,0,0,8216,182,8034,7897,7624,15,228,27,2,1,137,131,6,0,0,0,6586,6486,6307,6,127,25,2,19,100,98,2,0,0,0,6586,89,6497,6403,6250,6,121,23,2,1,94,92,2,0,0,0,4628,3636,992
Davison County,SD,050,2,4,46,035,1128083214,3533764,19504,8852,+43.6804393,-098.1558683,19504,19199,18421,82,490,93,13,100,305,281,58,130,37,4,34,7,0,3,1,2,2,1,2,0,0,24,0,0,0,19504,294,19210,18948,18296,71,472,91,10,8,262,240,22,0,0,0,14919,14791,14283,63,304,69,10,62,128,121,7,0,0,0,14919,155,14764,14657,14220,58,297,69,9,4,107,101,6,0,0,0,8852,8296,556
Day County,SD,050,2,4,46,037,2662166065,163751226,5710,3630,+45.3622825,-097.5937339,5710,5612,5030,8,542,12,0,20,98,94,14,58,5,0,9,4,0,0,0,3,1,0,0,0,0,4,0,0,0,5710,62,5648,5560,5004,8,535,12,0,1,88,84,4,0,0,0,4463,4421,4056,4,333,12,0,16,42,42,0,0,0,0,4463,37,4426,4384,4037,4,330,12,0,1,42,42,0,0,0,0,3630,2504,1126
Deuel County,SD,050,2,4,46,039,1612749834,36071554,4364,2204,+44.7562899,-096.6902393,4364,4324,4253,13,12,4,0,42,40,40,6,15,2,4,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4364,86,4278,4250,4220,12,12,4,0,2,28,28,0,0,0,0,3336,3318,3270,7,6,4,0,31,18,18,0,0,0,0,3336,51,3285,3271,3252,7,6,4,0,2,14,14,0,0,0,0,2204,1819,385
Dewey County,SD,050,2,4,46,041,5963433068,369822155,5301,2002,+45.1500047,-100.8522182,5301,5111,1115,5,3970,8,0,13,190,188,1,148,1,0,0,9,1,0,0,7,1,20,0,0,0,2,0,0,0,5301,98,5203,5034,1108,5,3914,7,0,0,169,169,0,0,0,0,3498,3399,952,5,2428,7,0,7,99,99,0,0,0,0,3498,34,3464,3367,946,5,2410,6,0,0,97,97,0,0,0,0,2002,1730,272
Douglas County,SD,050,2,4,46,043,1118361831,4832944,3002,1439,+43.3915064,-098.3584331,3002,2976,2899,11,55,3,0,8,26,26,5,15,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3002,23,2979,2959,2891,11,54,3,0,0,20,20,0,0,0,0,2315,2301,2256,3,36,2,0,4,14,14,0,0,0,0,2315,16,2299,2289,2249,3,35,2,0,0,10,10,0,0,0,0,1439,1210,229
Edmunds County,SD,050,2,4,46,045,2916212724,65038303,4071,1966,+45.4116802,-099.2053620,4071,4030,3981,5,18,5,0,21,41,38,7,18,8,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4071,58,4013,3976,3949,5,17,5,0,0,37,37,0,0,0,0,3094,3084,3054,1,15,4,0,10,10,9,1,0,0,0,3094,31,3063,3054,3034,1,15,4,0,0,9,9,0,0,0,0,1966,1607,359
Fall River County,SD,050,2,4,46,047,4506359351,23911034,7094,4191,+43.2215038,-103.5121024,7094,6891,6287,49,502,26,3,24,203,198,14,149,11,0,15,4,0,0,0,3,0,2,0,0,0,5,0,0,0,7094,159,6935,6750,6199,46,474,26,3,2,185,180,5,0,0,0,5760,5633,5208,40,341,21,3,20,127,125,2,0,0,0,5760,103,5657,5539,5154,37,323,21,3,1,118,116,2,0,0,0,4191,3272,919
Faulk County,SD,050,2,4,46,049,2542720920,62704066,2364,1136,+45.0654764,-099.1535637,2364,2348,2339,3,3,2,0,1,16,15,1,7,3,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2364,18,2346,2331,2323,3,3,2,0,0,15,14,1,0,0,0,1809,1802,1797,0,2,2,0,1,7,7,0,0,0,0,1809,8,1801,1794,1790,0,2,2,0,0,7,7,0,0,0,0,1136,869,267
Grant County,SD,050,2,4,46,051,1764967869,15746365,7356,3526,+45.1726366,-096.7722606,7356,7294,7146,10,36,21,0,81,62,62,11,17,18,0,12,0,0,0,0,0,0,0,0,1,3,0,0,0,0,7356,168,7188,7139,7072,10,36,21,0,0,49,49,0,0,0,0,5655,5623,5519,4,29,14,0,57,32,32,0,0,0,0,5655,113,5542,5522,5475,4,29,14,0,0,20,20,0,0,0,0,3526,3089,437
Gregory County,SD,050,2,4,46,053,2628726426,99900067,4271,2503,+43.1790937,-099.2021581,4271,4176,3828,7,320,11,0,10,95,92,13,68,4,0,2,0,0,0,0,1,0,4,0,0,0,3,0,0,0,4271,38,4233,4148,3818,6,312,11,0,1,85,82,3,0,0,0,3307,3263,3053,3,193,7,0,7,44,42,2,0,0,0,3307,25,3282,3241,3045,2,186,7,0,1,41,39,2,0,0,0,2503,1936,567
Haakon County,SD,050,2,4,46,055,4689260217,42451846,1937,1013,+44.2843122,-101.5917895,1937,1887,1834,3,37,8,1,4,50,50,12,31,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1937,17,1920,1871,1823,2,37,8,1,0,49,49,0,0,0,0,1506,1485,1456,3,15,6,1,4,21,21,0,0,0,0,1506,12,1494,1473,1449,2,15,6,1,0,21,21,0,0,0,0,1013,850,163
Hamlin County,SD,050,2,4,46,057,1313721910,79873525,5903,2760,+44.6806187,-097.1785980,5903,5855,5706,10,20,13,0,106,48,48,4,16,5,2,16,0,0,0,0,2,0,0,0,2,1,0,0,0,0,5903,149,5754,5721,5679,10,19,13,0,0,33,33,0,0,0,0,4098,4075,3986,2,15,8,0,64,23,23,0,0,0,0,4098,87,4011,3993,3968,2,15,8,0,0,18,18,0,0,0,0,2760,2108,652
Hand County,SD,050,2,4,46,059,3720811266,9237228,3431,1815,+44.5467133,-099.0045751,3431,3404,3377,3,8,9,0,7,27,26,3,8,6,1,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3431,19,3412,3392,3368,3,8,9,0,4,20,19,1,0,0,0,2716,2699,2680,1,8,7,0,3,17,16,1,0,0,0,2716,11,2705,2694,2676,1,8,7,0,2,11,10,1,0,0,0,1815,1494,321
Hanson County,SD,050,2,4,46,061,1125383169,2232493,3331,1177,+43.6806116,-097.7968454,3331,3313,3285,0,11,11,0,6,18,17,3,6,4,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3331,15,3316,3301,3279,0,11,11,0,0,15,14,1,0,0,0,2250,2244,2223,0,7,11,0,3,6,6,0,0,0,0,2250,7,2243,2239,2221,0,7,11,0,0,4,4,0,0,0,0,1177,1045,132
Harding County,SD,050,2,4,46,063,6918829169,16956332,1255,731,+45.5966116,-103.4738669,1255,1234,1204,1,19,1,0,9,21,21,4,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,20,1235,1218,1197,1,18,1,0,1,17,17,0,0,0,0,963,949,933,1,9,1,0,5,14,14,0,0,0,0,963,10,953,942,930,1,9,1,0,1,11,11,0,0,0,0,731,539,192
Hughes County,SD,050,2,4,46,065,1920631032,153258012,17022,7623,+44.3922578,-099.9858456,17022,16630,14593,84,1779,91,1,82,392,371,38,247,32,0,18,17,0,0,2,3,2,10,0,1,1,21,0,0,0,17022,306,16716,16385,14471,84,1728,89,0,13,331,314,17,0,0,0,12985,12800,11438,58,1176,69,1,58,185,177,8,0,0,0,12985,189,12796,12640,11350,58,1157,67,0,8,156,150,6,0,0,0,7623,7066,557
Hutchinson County,SD,050,2,4,46,067,2105412805,3928767,7343,3351,+43.3367101,-097.7493828,7343,7276,7151,28,49,12,0,36,67,67,19,31,4,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7343,120,7223,7173,7090,28,40,12,0,3,50,50,0,0,0,0,5601,5584,5522,9,24,9,0,20,17,17,0,0,0,0,5601,65,5536,5523,5486,9,19,9,0,0,13,13,0,0,0,0,3351,2930,421
Hyde County,SD,050,2,4,46,069,2228747897,14541548,1420,708,+44.5373012,-099.4921478,1420,1393,1265,1,120,3,1,3,27,27,0,18,3,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1420,15,1405,1381,1263,1,113,3,1,0,24,24,0,0,0,0,1102,1090,1022,1,61,3,1,2,12,12,0,0,0,0,1102,6,1096,1085,1021,1,59,3,1,0,11,11,0,0,0,0,708,600,108
Jackson County,SD,050,2,4,46,071,4827514117,19097720,3031,1193,+43.6772940,-101.6264545,3031,2885,1295,6,1575,1,1,7,146,145,1,137,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,3031,38,2993,2852,1292,5,1547,1,1,6,141,141,0,0,0,0,2034,1950,1039,4,901,0,1,5,84,83,1,0,0,0,2034,20,2014,1934,1038,3,888,0,1,4,80,80,0,0,0,0,1193,996,197
Jerauld County,SD,050,2,4,46,073,1362937167,16668604,2071,1070,+44.0634157,-098.6231878,2071,2056,2009,1,5,4,3,34,15,15,1,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2071,84,1987,1973,1960,1,5,4,3,0,14,14,0,0,0,0,1636,1627,1591,1,4,3,3,25,9,9,0,0,0,0,1636,56,1580,1572,1561,1,4,3,3,0,8,8,0,0,0,0,1070,870,200
Jones County,SD,050,2,4,46,075,2511453417,3147179,1006,589,+43.9519896,-100.6861386,1006,987,962,1,20,0,4,0,19,19,1,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,13,993,974,949,1,20,0,4,0,19,19,0,0,0,0,781,771,756,1,12,0,2,0,10,10,0,0,0,0,781,6,775,765,750,1,12,0,2,0,10,10,0,0,0,0,589,458,131
Kingsbury County,SD,050,2,4,46,077,2155481343,81655076,5148,2720,+44.3629687,-097.4993130,5148,5106,5048,7,24,14,0,13,42,42,3,28,4,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,5148,72,5076,5035,4987,7,24,14,0,3,41,41,0,0,0,0,4022,4003,3963,3,16,11,0,10,19,19,0,0,0,0,4022,44,3978,3960,3930,3,16,11,0,0,18,18,0,0,0,0,2720,2222,498
Lake County,SD,050,2,4,46,079,1458881294,30781776,11200,5559,+44.0284497,-097.1232229,11200,11075,10771,59,75,79,3,88,125,117,19,67,20,5,4,1,0,0,0,0,1,0,0,0,0,6,2,0,0,11200,175,11025,10916,10708,55,70,79,3,1,109,103,6,0,0,0,8775,8708,8496,42,50,60,3,57,67,64,3,0,0,0,8775,104,8671,8610,8460,38,49,60,3,0,61,58,3,0,0,0,5559,4483,1076
Lawrence County,SD,050,2,4,46,081,2072081513,713642,24097,12756,+44.3536690,-103.7965284,24097,23610,22747,91,490,158,6,118,487,465,55,293,62,8,30,6,1,0,1,4,2,0,1,1,1,21,0,1,0,24097,612,23485,23066,22349,87,457,157,6,10,419,405,14,0,0,0,19377,19105,18489,65,339,119,6,87,272,263,8,0,1,0,19377,402,18975,18739,18227,62,320,118,6,6,236,228,8,0,0,0,12756,10536,2220
Lincoln County,SD,050,2,4,46,083,1495144520,1217724,44828,17875,+43.2794204,-096.7222862,44828,44201,43068,320,228,462,7,116,627,583,206,178,113,4,49,8,1,7,0,2,2,1,3,9,0,44,0,0,0,44828,553,44275,43722,42700,315,217,462,7,21,553,519,34,0,0,0,31529,31328,30596,197,139,310,7,79,201,183,18,0,0,0,31529,286,31243,31065,30408,194,134,310,7,12,178,165,13,0,0,0,17875,16649,1226
Lyman County,SD,050,2,4,46,085,4252595025,167669922,3755,1704,+43.8948122,-099.8419253,3755,3646,2191,3,1436,10,1,5,109,100,0,73,2,0,5,10,0,0,0,1,3,6,0,0,0,9,0,0,0,3755,42,3713,3616,2181,3,1420,10,1,1,97,88,9,0,0,0,2649,2600,1746,3,838,8,1,4,49,46,3,0,0,0,2649,21,2628,2584,1740,3,832,8,1,0,44,41,3,0,0,0,1704,1392,312
McCook County,SD,050,2,4,46,087,1487182118,6898514,5618,2491,+43.6789244,-097.3620356,5618,5580,5507,8,23,8,3,31,38,37,5,16,5,6,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5618,99,5519,5490,5451,8,22,8,1,0,29,28,1,0,0,0,4164,4148,4102,4,14,5,2,21,16,16,0,0,0,0,4164,65,4099,4087,4063,4,14,5,1,0,12,12,0,0,0,0,2491,2168,323
